Date/Time,Year,Month,Day,Time,Temp (°„C),Temp Flag,Dew Point Temp (°„C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
2017-05-04 14:00,2017,5,4,14:00,7.1,,5,,87,,6,,21,,9.7,,100.97,,,,,,"Rain,Fog"
2017-05-04 15:00,2017,5,4,15:00,6.8,,5.4,,91,,6,,21,,11.3,,100.87,,,,,,Rain
2017-05-04 16:00,2017,5,4,16:00,7,,6.1,,94,,6,,30,,11.3,,100.8,,,,,,Rain
2017-05-04 17:00,2017,5,4,17:00,6.8,,5.9,,94,,7,,32,,16.1,,100.83,,,,,,Rain
2017-05-04 18:00,2017,5,4,18:00,6.6,,5.9,,95,,6,,39,,8.1,,100.69,,,,,,"Rain,Fog"
2017-05-04 19:00,2017,5,4,19:00,6.1,,5.5,,96,,6,,43,,9.7,,100.59,,,,,,"Rain,Fog"
2017-05-04 20:00,2017,5,4,20:00,6.3,,5.7,,96,,6,,41,,8.1,,100.57,,,,,,"Rain,Fog"
2017-05-04 21:00,2017,5,4,21:00,6.4,,5.8,,96,,6,,43,,4.8,,100.52,,,,,,"Rain,Fog"
2017-05-04 22:00,2017,5,4,22:00,6.6,,6,,96,,6,,48,,8.1,,100.4,,,,,,"Rain,Fog"
2017-05-04 23:00,2017,5,4,23:00,6.7,,6.1,,96,,6,,43,,9.7,,100.27,,,,,,"Rain,Fog"
2017-05-05 0:00,2017,5,5,0:00,6.7,,6.3,,97,,6,,37,,6.4,,100.21,,,,,,"Rain,Fog"
2017-05-05 1:00,2017,5,5,1:00,6.8,,6.4,,97,,6,,37,,12.9,,100.12,,,,,,Rain
2017-05-05 2:00,2017,5,5,2:00,6.9,,6.5,,97,,6,,34,,8.1,,100.01,,,,,,"Rain,Fog"
2017-05-05 3:00,2017,5,5,3:00,6.8,,6.4,,97,,6,,35,,16.1,,99.92,,,,,,Rain
2017-05-05 4:00,2017,5,5,4:00,6.8,,6.4,,97,,5,,32,,11.3,,99.87,,,,,,Rain
2017-05-05 5:00,2017,5,5,5:00,7.4,,6.7,,95,,5,,26,,8.1,,99.8,,,,,,"Rain,Fog"
2017-05-05 6:00,2017,5,5,6:00,7.5,,6.6,,94,,5,,28,,9.7,,99.77,,,,,,"Rain,Fog"
2017-05-05 7:00,2017,5,5,7:00,7,,6.1,,94,,5,,26,,9.7,,99.76,,,,,,"Rain,Fog"
2017-05-05 8:00,2017,5,5,8:00,7.3,,6.4,,94,,4,,22,,11.3,,99.7,,,,,,Rain
2017-05-05 9:00,2017,5,5,9:00,7.2,,6.3,,94,,4,,22,,16.1,,99.59,,,,,,Rain
2017-05-05 10:00,2017,5,5,10:00,7.5,,6.5,,93,,4,,34,,14.5,,99.48,,,,,,Rain
2017-05-05 11:00,2017,5,5,11:00,8,,6.9,,93,,5,,34,,16.1,,99.38,,,,,,Rain
2017-05-05 12:00,2017,5,5,12:00,8.2,,7.3,,94,,5,,41,,6.4,,99.34,,,,,,"Rain,Fog"
2017-05-05 13:00,2017,5,5,13:00,8.3,,7.6,,95,,6,,46,,4.8,,99.21,,,,,,"Rain,Fog"
2017-05-05 14:00,2017,5,5,14:00,9.2,,8.5,,95,,5,,22,,16.1,,99.11,,,,,,Rain
2017-05-05 15:00,2017,5,5,15:00,9.7,,8.8,,94,,4,,18,,3.2,,99.06,,,,,,"Rain,Fog"
2017-05-05 16:00,2017,5,5,16:00,10.1,,8.7,,91,,5,,13,,4.8,,98.99,,,,,,"Rain,Fog"
2017-05-05 17:00,2017,5,5,17:00,10.1,,8.7,,91,,2,,17,,4.8,,98.97,,,,,,"Rain,Fog"
2017-05-05 18:00,2017,5,5,18:00,10.1,,8.9,,92,,35,,18,,4.8,,98.97,,,,,,"Rain,Fog"
2017-05-05 19:00,2017,5,5,19:00,8.8,,7.3,,90,,34,,22,,11.3,,98.95,,,,,,NA
2017-05-05 20:00,2017,5,5,20:00,8.4,,6.5,,88,,34,,22,,16.1,,98.94,,,,,,NA
2017-05-05 21:00,2017,5,5,21:00,8.2,,5.8,,85,,35,,22,,16.1,,98.89,,,,,,NA
2017-05-05 22:00,2017,5,5,22:00,7.9,,5.9,,87,,36,,28,,16.1,,98.88,,,,,,NA
2017-05-05 23:00,2017,5,5,23:00,7.6,,5.9,,89,,33,,22,,16.1,,98.79,,,,,,NA
2017-05-06 0:00,2017,5,6,0:00,7.8,,5.6,,86,,35,,30,,16.1,,98.71,,,,,,NA
2017-05-06 1:00,2017,5,6,1:00,7.1,,5.3,,88,,34,,21,,16.1,,98.66,,,,,,Rain
2017-05-06 2:00,2017,5,6,2:00,7.1,,4.8,,85,,34,,32,,16.1,,98.6,,,,,,NA
2017-05-06 3:00,2017,5,6,3:00,6.9,,4.7,,86,,34,,32,,16.1,,98.5,,,,,,NA
2017-05-06 4:00,2017,5,6,4:00,6.6,,4.6,,87,,32,,28,,11.3,,98.61,,,,,,Rain
2017-05-06 5:00,2017,5,6,5:00,6.2,,4.9,,91,,34,,18,,8.1,,98.62,,,,,,"Rain,Fog"
2017-05-06 6:00,2017,5,6,6:00,6.3,,4.6,,89,,33,,18,,16.1,,98.58,,,,,,NA
2017-05-06 7:00,2017,5,6,7:00,6.6,,4.1,,84,,33,,22,,16.1,,98.57,,,,,,NA
2017-05-06 8:00,2017,5,6,8:00,7,,4.3,,83,,33,,22,,16.1,,98.58,,,,,,NA
2017-05-06 9:00,2017,5,6,9:00,7.5,,4.1,,79,,33,,24,,16.1,,98.58,,,,,,NA
2017-05-06 10:00,2017,5,6,10:00,8.2,,4.4,,77,,33,,22,,16.1,,98.57,,,,,,NA
2017-05-06 11:00,2017,5,6,11:00,8.5,,4.5,,76,,34,,15,,16.1,,98.56,,,,,,NA
2017-05-06 12:00,2017,5,6,12:00,8.7,,4.7,,76,,32,,18,,16.1,,98.56,,,,,,NA
2017-05-06 13:00,2017,5,6,13:00,8.5,,4.7,,77,,34,,17,,16.1,,98.57,,,,,,NA
2017-05-06 14:00,2017,5,6,14:00,8.1,,5.3,,82,,31,,17,,16.1,,98.6,,,,,,NA
2017-05-06 15:00,2017,5,6,15:00,7.8,,5.3,,84,,30,,26,,14.5,,98.63,,,,,,NA
2017-05-06 16:00,2017,5,6,16:00,7,,5.2,,88,,30,,28,,16.1,,98.68,,,,,,NA
2017-05-06 17:00,2017,5,6,17:00,7.1,,4.2,,82,,33,,22,,16.1,,98.74,,,,,,NA
2017-05-06 18:00,2017,5,6,18:00,6.7,,3.5,,80,,32,,24,,16.1,,98.79,,,,,,NA
2017-05-06 19:00,2017,5,6,19:00,6.5,,3.5,,81,,33,,30,,16.1,,98.85,,,,,,NA
2017-05-06 20:00,2017,5,6,20:00,6.5,,3.3,,80,,32,,28,,16.1,,98.93,,,,,,NA
2017-05-06 21:00,2017,5,6,21:00,5.9,,3.9,,87,,32,,17,,16.1,,99.01,,,,,,NA
2017-05-06 22:00,2017,5,6,22:00,6.1,,4.3,,88,,32,,9,,16.1,,99.05,,,,,,Rain
2017-05-06 23:00,2017,5,6,23:00,6.3,,3.8,,84,,31,,15,,16.1,,99.07,,,,,,Rain
2017-05-07 0:00,2017,5,7,0:00,6.1,,3.3,,82,,31,,15,,16.1,,99.09,,,,,,Rain
2017-05-07 1:00,2017,5,7,1:00,6,,2.7,,79,,32,,17,,16.1,,99.11,,,,,,Rain
2017-05-07 2:00,2017,5,7,2:00,5.7,,2.3,,79,,32,,21,,16.1,,99.15,,,,,,Rain
2017-05-07 3:00,2017,5,7,3:00,5.2,,2,,80,,31,,21,,16.1,,99.23,,,,,,Rain
2017-05-07 4:00,2017,5,7,4:00,5,,1.2,,76,,32,,17,,16.1,,99.28,,,,,,NA
2017-05-07 5:00,2017,5,7,5:00,4.6,,0.7,,76,,31,,21,,16.1,,99.36,,,,,,NA
2017-05-07 6:00,2017,5,7,6:00,4.8,,0.8,,75,,31,,17,,16.1,,99.44,,,,,,NA
2017-05-07 7:00,2017,5,7,7:00,5.2,,-0.4,,67,,30,,24,,16.1,,99.5,,,,,,NA
2017-05-07 8:00,2017,5,7,8:00,5.3,,-2.1,,59,,31,,30,,16.1,,99.56,,,,,,NA
2017-05-07 9:00,2017,5,7,9:00,5.8,,-1.6,,59,,30,,26,,16.1,,99.62,,,,,,NA
2017-05-07 10:00,2017,5,7,10:00,6.9,,-1.2,,56,,30,,35,,16.1,,99.67,,,,,,NA
2017-05-07 11:00,2017,5,7,11:00,8,,0,,57,,29,,26,,16.1,,99.71,,,,,,NA
2017-05-07 12:00,2017,5,7,12:00,7.8,,-0.9,,54,,31,,21,,16.1,,99.73,,,,,,NA
2017-05-07 13:00,2017,5,7,13:00,8.9,,0.8,,57,,29,,15,,16.1,,99.76,,,,,,NA
2017-05-07 14:00,2017,5,7,14:00,11,,1.8,,53,,29,,28,,16.1,,99.76,,,,,,NA
2017-05-07 15:00,2017,5,7,15:00,10.9,,1.1,,51,,33,,17,,16.1,,99.8,,,,,,NA
2017-05-07 16:00,2017,5,7,16:00,10.6,,0.2,,49,,31,,22,,16.1,,99.85,,,,,,NA
2017-05-07 17:00,2017,5,7,17:00,10.9,,-0.3,,46,,32,,15,,16.1,,99.94,,,,,,NA
2017-05-07 18:00,2017,5,7,18:00,9.6,,-3.1,,41,,35,,24,,16.1,,100.02,,,,,,NA
2017-05-07 19:00,2017,5,7,19:00,9.7,,-3.3,,40,,33,,17,,16.1,,100.09,,,,,,NA
2017-05-07 20:00,2017,5,7,20:00,9.4,,-2.9,,42,,31,,9,,16.1,,100.17,,,,,,NA
2017-05-07 21:00,2017,5,7,21:00,9,,-0.4,,52,,28,,15,,16.1,,100.22,,,,,,NA
2017-05-07 22:00,2017,5,7,22:00,7.9,,-2.7,,47,,30,,21,,16.1,,100.24,,,,,,NA
2017-05-07 23:00,2017,5,7,23:00,7.2,,-2.2,,51,,31,,17,,16.1,,100.25,,,,,,NA
2017-05-08 0:00,2017,5,8,0:00,7,,-2.4,,51,,30,,9,,16.1,,100.25,,,,,,NA
2017-05-08 1:00,2017,5,8,1:00,6.7,,-2,,54,,30,,11,,16.1,,100.24,,,,,,NA
2017-05-08 2:00,2017,5,8,2:00,5.6,,-2.2,,57,,33,,13,,16.1,,100.26,,,,,,NA
2017-05-08 3:00,2017,5,8,3:00,4.8,,-1.6,,63,,31,,11,,16.1,,100.28,,,,,,NA
2017-05-08 4:00,2017,5,8,4:00,4.6,,-2,,62,,33,,15,,16.1,,100.32,,,,,,NA
2017-05-08 5:00,2017,5,8,5:00,4.1,,-1.3,,68,,33,,9,,16.1,,100.39,,,,,,NA
2017-05-08 6:00,2017,5,8,6:00,4.1,,-0.8,,70,,32,,13,,16.1,,100.44,,,,,,NA
2017-05-08 7:00,2017,5,8,7:00,5.3,,-0.3,,67,,31,,13,,16.1,,100.47,,,,,,NA
2017-05-08 8:00,2017,5,8,8:00,6.2,,-0.4,,62,,31,,11,,16.1,,100.49,,,,,,NA
2017-05-08 9:00,2017,5,8,9:00,6.8,,0.3,,63,,23,,15,,16.1,,100.47,,,,,,NA
2017-05-08 10:00,2017,5,8,10:00,8.4,,-5.2,,38,,,M,8,,16.1,,100.44,,,,,,NA
2017-05-08 11:00,2017,5,8,11:00,9.4,,-4.9,,36,,29,,32,,16.1,,100.44,,,,,,NA
2017-05-08 12:00,2017,5,8,12:00,10,,-4.4,,36,,28,,30,,16.1,,100.39,,,,,,NA
2017-05-08 13:00,2017,5,8,13:00,11.1,,-4.9,,32,,31,,18,,16.1,,100.39,,,,,,NA
2017-05-08 14:00,2017,5,8,14:00,11.5,,-2.8,,37,,26,,28,,16.1,,100.36,,,,,,NA
2017-05-08 15:00,2017,5,8,15:00,11.1,,-4.7,,33,,28,,32,,16.1,,100.34,,,,,,NA
2017-05-08 16:00,2017,5,8,16:00,11,,-4.5,,33,,29,,32,,16.1,,100.36,,,,,,NA
2017-05-08 17:00,2017,5,8,17:00,10.7,,-4.7,,33,,31,,30,,16.1,,100.38,,,,,,NA
2017-05-08 18:00,2017,5,8,18:00,10.3,,-4.9,,34,,30,,18,,16.1,,100.39,,,,,,NA
2017-05-08 19:00,2017,5,8,19:00,9.5,,-5.4,,35,,28,,21,,16.1,,100.41,,,,,,NA
2017-05-08 20:00,2017,5,8,20:00,8.8,,-5.5,,36,,32,,18,,16.1,,100.49,,,,,,NA
2017-05-08 21:00,2017,5,8,21:00,8.3,,-5.4,,37,,31,,8,,16.1,,100.55,,,,,,NA
2017-05-08 22:00,2017,5,8,22:00,7.8,,-4.5,,41,,29,,15,,16.1,,100.59,,,,,,NA
2017-05-08 23:00,2017,5,8,23:00,7.3,,-5.9,,39,,32,,13,,16.1,,100.63,,,,,,NA
2017-05-09 0:00,2017,5,9,0:00,7.3,,-6.2,,38,,32,,9,,16.1,,100.58,,,,,,NA
2017-05-09 1:00,2017,5,9,1:00,6.5,,-1.4,,57,,22,,8,,16.1,,100.49,,,,,,NA
2017-05-09 2:00,2017,5,9,2:00,6.5,,-2.2,,54,,21,,8,,16.1,,100.46,,,,,,NA
2017-05-09 3:00,2017,5,9,3:00,6,,0.9,,70,,24,,9,,16.1,,100.49,,,,,,NA
2017-05-09 4:00,2017,5,9,4:00,6.4,,-2.8,,52,,29,,9,,16.1,,100.5,,,,,,NA
2017-05-09 5:00,2017,5,9,5:00,6.1,,-3,,52,,32,,8,,16.1,,100.58,,,,,,NA
2017-05-09 6:00,2017,5,9,6:00,6.1,,-2.3,,55,,32,,11,,16.1,,100.61,,,,,,NA
2017-05-09 7:00,2017,5,9,7:00,6.4,,-0.3,,62,,8,,11,,16.1,,100.67,,,,,,NA
2017-05-09 8:00,2017,5,9,8:00,6.6,,-0.1,,62,,19,,9,,16.1,,100.71,,,,,,NA
2017-05-09 9:00,2017,5,9,9:00,6.7,,1.1,,67,,14,,9,,16.1,,100.73,,,,,,NA
2017-05-09 10:00,2017,5,9,10:00,6.8,,1.5,,69,,14,,15,,16.1,,100.75,,,,,,NA
2017-05-09 11:00,2017,5,9,11:00,6.9,,1.1,,66,,15,,17,,16.1,,100.75,,,,,,NA
2017-05-09 12:00,2017,5,9,12:00,7.1,,0.4,,63,,15,,15,,16.1,,100.72,,,,,,NA
2017-05-09 13:00,2017,5,9,13:00,7.5,,0.6,,62,,12,,13,,16.1,,100.7,,,,,,NA
2017-05-09 14:00,2017,5,9,14:00,8.4,,2.2,,65,,12,,13,,16.1,,100.7,,,,,,NA
2017-05-09 15:00,2017,5,9,15:00,8.2,,2.4,,67,,8,,13,,16.1,,100.66,,,,,,NA
2017-05-09 16:00,2017,5,9,16:00,8.9,,2.7,,65,,8,,15,,16.1,,100.68,,,,,,NA
2017-05-09 17:00,2017,5,9,17:00,6.6,,3.4,,80,,7,,22,,16.1,,100.72,,,,,,NA
2017-05-09 18:00,2017,5,9,18:00,6.4,,3,,79,,8,,18,,16.1,,100.76,,,,,,NA
2017-05-09 19:00,2017,5,9,19:00,6,,2.1,,76,,7,,22,,16.1,,100.76,,,,,,NA
2017-05-09 20:00,2017,5,9,20:00,6.1,,2,,75,,6,,22,,16.1,,100.82,,,,,,NA
2017-05-09 21:00,2017,5,9,21:00,5.9,,1.7,,74,,7,,22,,16.1,,100.82,,,,,,NA
2017-05-09 22:00,2017,5,9,22:00,6.3,,1.7,,72,,6,,17,,16.1,,100.85,,,,,,NA
2017-05-09 23:00,2017,5,9,23:00,6,,1.5,,73,,6,,17,,16.1,,100.88,,,,,,NA
2017-05-10 0:00,2017,5,10,0:00,5.8,,1.7,,75,,6,,22,,16.1,,100.9,,,,,,NA
2017-05-10 1:00,2017,5,10,1:00,5.7,,2,,77,,7,,21,,16.1,,100.87,,,,,,NA
2017-05-10 2:00,2017,5,10,2:00,5.5,,1.9,,78,,6,,18,,16.1,,100.89,,,,,,NA
2017-05-10 3:00,2017,5,10,3:00,5.5,,2.2,,79,,6,,18,,16.1,,100.92,,,,,,NA
2017-05-10 4:00,2017,5,10,4:00,5.4,,2.2,,80,,6,,22,,16.1,,100.94,,,,,,NA
2017-05-10 5:00,2017,5,10,5:00,5.3,,1.8,,78,,6,,17,,16.1,,101.01,,,,,,NA
2017-05-10 6:00,2017,5,10,6:00,5.5,,1.8,,77,,7,,15,,16.1,,101.05,,,,,,NA
2017-05-10 7:00,2017,5,10,7:00,6.4,,2.5,,76,,7,,18,,16.1,,101.11,,,,,,NA
2017-05-10 8:00,2017,5,10,8:00,6.5,,2.4,,75,,8,,15,,16.1,,101.13,,,,,,NA
2017-05-10 9:00,2017,5,10,9:00,6.4,,2.7,,77,,8,,17,,16.1,,101.12,,,,,,NA
2017-05-10 10:00,2017,5,10,10:00,6.6,,2.7,,76,,8,,17,,16.1,,101.1,,,,,,NA
2017-05-10 11:00,2017,5,10,11:00,6.9,,3.2,,77,,9,,15,,16.1,,101.15,,,,,,NA
2017-05-10 12:00,2017,5,10,12:00,7.7,,1.8,,66,,10,,18,,16.1,,101.08,,,,,,NA
2017-05-10 13:00,2017,5,10,13:00,8.7,,3,,67,,13,,15,,16.1,,101.1,,,,,,NA
2017-05-10 14:00,2017,5,10,14:00,8.8,,3,,67,,11,,13,,16.1,,101.06,,,,,,NA
2017-05-10 15:00,2017,5,10,15:00,8.6,,2.9,,67,,8,,17,,16.1,,101.04,,,,,,NA
