Date/Time,Year,Month,Day,Time,Temp (°„C),Temp Flag,Dew Point Temp (°„C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
2017-04-03 6:00,2017,4,3,6:00,7.5,,2,,68,,6,,17,,16.1,,100.79,,,,,,NA
2017-04-03 7:00,2017,4,3,7:00,7.8,,1.6,,65,,6,,17,,16.1,,100.86,,,,,,NA
2017-04-03 8:00,2017,4,3,8:00,7.2,,1.1,,65,,7,,24,,16.1,,100.75,,,,,,NA
2017-04-03 9:00,2017,4,3,9:00,6.3,,1.8,,73,,6,,30,,16.1,,100.69,,,,,,Rain
2017-04-03 10:00,2017,4,3,10:00,7,,1.8,,70,,7,,28,,16.1,,100.59,,,,,,NA
2017-04-03 11:00,2017,4,3,11:00,6.9,,2.9,,76,,7,,32,,16.1,,100.49,,,,,,NA
2017-04-03 12:00,2017,4,3,12:00,6.5,,2.8,,77,,7,,34,,16.1,,100.39,,,,,,NA
2017-04-03 13:00,2017,4,3,13:00,6.1,,2.6,,78,,6,,41,,16.1,,100.25,,,,,,NA
2017-04-03 14:00,2017,4,3,14:00,6.9,,2.5,,73,,6,,41,,16.1,,100.11,,,,,,NA
2017-04-03 15:00,2017,4,3,15:00,7.6,,2.4,,69,,6,,41,,16.1,,99.96,,,,,,NA
2017-04-03 16:00,2017,4,3,16:00,7.2,,1.9,,69,,6,,43,,16.1,,99.81,,,,,,NA
2017-04-03 17:00,2017,4,3,17:00,7.6,,2.3,,69,,6,,45,,16.1,,99.69,,,,,,Rain
2017-04-03 18:00,2017,4,3,18:00,8.1,,2.2,,66,,6,,45,,16.1,,99.59,,,,,,NA
2017-04-03 19:00,2017,4,3,19:00,8.6,,1.8,,62,,6,,45,,16.1,,99.45,,,,,,NA
2017-04-03 20:00,2017,4,3,20:00,8.4,,1.6,,62,,6,,43,,16.1,,99.42,,,,,,NA
2017-04-03 21:00,2017,4,3,21:00,6.9,,2,,71,,8,,35,,16.1,,99.4,,,,,,Rain
2017-04-03 22:00,2017,4,3,22:00,5.5,,2.9,,83,,7,,32,,12.9,,99.31,,,,,,Rain
2017-04-03 23:00,2017,4,3,23:00,5.3,,3.3,,87,,6,,35,,16.1,,99.13,,,,,,Rain
2017-04-04 0:00,2017,4,4,0:00,5.2,,3.9,,91,,6,,41,,6.4,,98.95,,,,,,"Rain,Fog"
2017-04-04 1:00,2017,4,4,1:00,5.5,,4.6,,94,,6,,34,,14.5,,98.8,,,,,,Rain
2017-04-04 2:00,2017,4,4,2:00,5.8,,5.2,,96,,6,,30,,16.1,,98.68,,,,,,Rain
2017-04-04 3:00,2017,4,4,3:00,6.6,,6.2,,97,,6,,30,,12.9,,98.59,,,,,,Rain
2017-04-04 4:00,2017,4,4,4:00,6.4,,6,,97,,7,,24,,11.3,,98.56,,,,,,Rain
2017-04-04 5:00,2017,4,4,5:00,6.3,,5.9,,97,,6,,18,,16.1,,98.53,,,,,,NA
2017-04-04 6:00,2017,4,4,6:00,6,,5.7,,98,,8,,26,,16.1,,98.54,,,,,,NA
2017-04-04 7:00,2017,4,4,7:00,5.6,,5.3,,98,,7,,24,,9.7,,98.54,,,,,,"Rain,Fog"
2017-04-04 8:00,2017,4,4,8:00,6.1,,5.8,,98,,7,,21,,6.4,,98.48,,,,,,"Rain,Fog"
2017-04-04 9:00,2017,4,4,9:00,6.1,,5.8,,98,,8,,18,,16.1,,98.46,,,,,,NA
2017-04-04 10:00,2017,4,4,10:00,6.2,,5.9,,98,,8,,17,,16.1,,98.47,,,,,,NA
2017-04-04 11:00,2017,4,4,11:00,6.3,,6,,98,,9,,13,,1.2,,98.47,,,,,,Fog
2017-04-04 12:00,2017,4,4,12:00,6.4,,6.3,,99,,7,,8,,16.1,,98.48,,,,,,Rain
2017-04-04 13:00,2017,4,4,13:00,7.7,,7.4,,98,,,M,4,,11.3,,98.5,,,,,,Rain
2017-04-04 14:00,2017,4,4,14:00,6.9,,6.4,,97,,24,,18,,16.1,,98.51,,,,,,NA
2017-04-04 15:00,2017,4,4,15:00,8.7,,7.8,,94,,25,,37,,16.1,,98.63,,,,,,Rain
2017-04-04 16:00,2017,4,4,16:00,7.3,,5,,85,,24,,30,,9.7,,98.8,,,,,,"Rain,Fog"
2017-04-04 17:00,2017,4,4,17:00,6.7,,3.9,,82,,25,,46,,16.1,,98.96,,,,,,NA
2017-04-04 18:00,2017,4,4,18:00,6.7,,3.2,,78,,26,,35,,16.1,,99.1,,,,,,NA
2017-04-04 19:00,2017,4,4,19:00,6.2,,2.7,,78,,26,,39,,16.1,,99.24,,,,,,NA
2017-04-04 20:00,2017,4,4,20:00,6.2,,2.5,,77,,26,,24,,16.1,,99.46,,,,,,NA
2017-04-04 21:00,2017,4,4,21:00,6.2,,2.7,,78,,26,,30,,16.1,,99.59,,,,,,NA
2017-04-04 22:00,2017,4,4,22:00,6.4,,2.3,,75,,27,,26,,16.1,,99.67,,,,,,NA
2017-04-04 23:00,2017,4,4,23:00,6.2,,2.3,,76,,28,,21,,16.1,,99.78,,,,,,NA
2017-04-05 0:00,2017,4,5,0:00,5.6,,1.3,,74,,29,,24,,16.1,,99.91,,,,,,NA
2017-04-05 1:00,2017,4,5,1:00,5.2,,1.7,,78,,30,,22,,16.1,,100,,,,,,NA
2017-04-05 2:00,2017,4,5,2:00,5.2,,2,,80,,28,,18,,16.1,,100.05,,,,,,NA
2017-04-05 3:00,2017,4,5,3:00,5.5,,2.3,,80,,27,,15,,16.1,,100.23,,,,,,NA
2017-04-05 4:00,2017,4,5,4:00,5.9,,2,,76,,32,,21,,16.1,,100.33,,,,,,NA
2017-04-05 5:00,2017,4,5,5:00,6,,1.7,,74,,32,,11,,16.1,,100.37,,,,,,NA
2017-04-05 6:00,2017,4,5,6:00,6,,1.7,,74,,34,,18,,16.1,,100.47,,,,,,NA
2017-04-05 7:00,2017,4,5,7:00,6,,1.5,,73,,32,,18,,16.1,,100.55,,,,,,NA
2017-04-05 8:00,2017,4,5,8:00,6.3,,1.6,,72,,31,,17,,16.1,,100.63,,,,,,NA
2017-04-05 9:00,2017,4,5,9:00,6.5,,1.4,,70,,33,,13,,16.1,,100.59,,,,,,NA
2017-04-05 10:00,2017,4,5,10:00,7.2,,2,,69,,10,,9,,16.1,,100.61,,,,,,NA
2017-04-05 11:00,2017,4,5,11:00,6.9,,2.8,,75,,15,,13,,16.1,,100.65,,,,,,NA
2017-04-05 12:00,2017,4,5,12:00,7.1,,2.4,,72,,14,,15,,16.1,,100.59,,,,,,NA
2017-04-05 13:00,2017,4,5,13:00,7.2,,2.3,,71,,12,,15,,16.1,,100.56,,,,,,NA
2017-04-05 14:00,2017,4,5,14:00,6.8,,2.5,,74,,13,,21,,16.1,,100.45,,,,,,NA
2017-04-05 15:00,2017,4,5,15:00,6,,2.1,,76,,12,,11,,16.1,,100.43,,,,,,NA
2017-04-05 16:00,2017,4,5,16:00,6.1,,2.7,,79,,7,,15,,16.1,,100.35,,,,,,NA
2017-04-05 17:00,2017,4,5,17:00,6.5,,2.4,,75,,6,,30,,16.1,,100.26,,,,,,NA
2017-04-05 18:00,2017,4,5,18:00,5.6,,2.1,,78,,6,,34,,16.1,,100.22,,,,,,NA
2017-04-05 19:00,2017,4,5,19:00,5.4,,2.1,,79,,6,,34,,16.1,,100.16,,,,,,NA
2017-04-05 20:00,2017,4,5,20:00,5.5,,1.6,,76,,6,,39,,16.1,,100.11,,,,,,NA
2017-04-05 21:00,2017,4,5,21:00,5.4,,2.1,,79,,6,,45,,16.1,,100.05,,,,,,NA
2017-04-05 22:00,2017,4,5,22:00,5.3,,2.1,,80,,6,,52,,16.1,,99.91,,,,,,NA
2017-04-05 23:00,2017,4,5,23:00,5.4,,2.6,,82,,6,,46,,16.1,,99.8,,,,,,NA
2017-04-06 0:00,2017,4,6,0:00,5.7,,2.7,,81,,6,,48,,16.1,,99.69,,,,,,NA
2017-04-06 1:00,2017,4,6,1:00,6.1,,2.6,,78,,6,,46,,16.1,,99.55,,,,,,NA
2017-04-06 2:00,2017,4,6,2:00,6.3,,2.8,,78,,6,,55,,16.1,,99.24,,,,,,NA
2017-04-06 3:00,2017,4,6,3:00,5.8,,2.8,,81,,6,,45,,16.1,,99.16,,,,,,NA
2017-04-06 4:00,2017,4,6,4:00,5.7,,3.2,,84,,6,,54,,16.1,,99.04,,,,,,Rain
2017-04-06 5:00,2017,4,6,5:00,5.6,,3.8,,88,,6,,46,,16.1,,99,,,,,,Rain
2017-04-06 6:00,2017,4,6,6:00,5.6,,3.9,,89,,6,,50,,16.1,,98.92,,,,,,NA
2017-04-06 7:00,2017,4,6,7:00,5.7,,4.5,,92,,6,,52,,16.1,,98.83,,,,,,Rain
2017-04-06 8:00,2017,4,6,8:00,5.4,,4.5,,94,,6,,48,,16.1,,98.74,,,,,,NA
2017-04-06 9:00,2017,4,6,9:00,5.6,,4.7,,94,,6,,46,,16.1,,98.68,,,,,,NA
2017-04-06 10:00,2017,4,6,10:00,5.5,,4.8,,96,,6,,43,,9.7,,98.62,,,,,,"Rain,Fog"
2017-04-06 11:00,2017,4,6,11:00,5.3,,4.7,,96,,7,,39,,8.1,,98.63,,,,,,"Rain,Fog"
2017-04-06 12:00,2017,4,6,12:00,5.4,,5,,97,,6,,41,,6.4,,98.55,,,,,,"Rain,Fog"
2017-04-06 13:00,2017,4,6,13:00,5.8,,5.2,,96,,6,,37,,6.4,,98.47,,,,,,"Rain,Fog"
2017-04-06 14:00,2017,4,6,14:00,7.2,,6.2,,93,,5,,30,,6.4,,98.44,,,,,,"Rain,Fog"
2017-04-06 15:00,2017,4,6,15:00,7.4,,5.9,,90,,1,,21,,11.3,,98.37,,,,,,Rain
2017-04-06 16:00,2017,4,6,16:00,6.8,,4.5,,85,,2,,22,,16.1,,98.33,,,,,,Rain
2017-04-06 17:00,2017,4,6,17:00,6.2,,3.9,,85,,2,,26,,8.1,,98.29,,,,,,"Rain,Fog"
2017-04-06 18:00,2017,4,6,18:00,4.8,,2.7,,86,,36,,18,,11.3,,98.38,,,,,,Rain
2017-04-06 19:00,2017,4,6,19:00,3.6,,1.6,,87,,36,,21,,16.1,,98.39,,,,,,Rain
2017-04-06 20:00,2017,4,6,20:00,3.3,,1.4,,87,,34,,22,,16.1,,98.42,,,,,,Rain
2017-04-06 21:00,2017,4,6,21:00,3.3,,1.4,,87,,34,,28,,14.5,,98.48,,,,,,Rain
2017-04-06 22:00,2017,4,6,22:00,2.4,,0.8,,89,,33,,22,,9.7,,98.49,,,,,,"Rain,Fog"
2017-04-06 23:00,2017,4,6,23:00,2,,0.5,,90,,33,,22,,11.3,,98.51,,,,,,Rain
2017-04-07 0:00,2017,4,7,0:00,1.8,,0.5,,91,,33,,18,,8.1,,98.55,,,,,,Fog
2017-04-07 1:00,2017,4,7,1:00,1.9,,0.4,,90,,32,,21,,11.3,,98.56,,,,,,NA
2017-04-07 2:00,2017,4,7,2:00,2.1,,0,,86,,32,,35,,16.1,,98.54,,,,,,Rain
2017-04-07 3:00,2017,4,7,3:00,1.9,,-0.7,,83,,33,,30,,16.1,,98.6,,,,,,Rain
2017-04-07 4:00,2017,4,7,4:00,1.5,,-1.1,,83,,32,,28,,16.1,,98.68,,,,,,Rain
2017-04-07 5:00,2017,4,7,5:00,0.9,,-1.3,,86,,33,,26,,4,,98.79,,,,,,Snow
2017-04-07 6:00,2017,4,7,6:00,0.9,,-1.7,,83,,33,,34,,8.1,,98.89,,,,,,Snow
2017-04-07 7:00,2017,4,7,7:00,0.6,,-1.5,,86,,32,,28,,4,,99.04,,,,,,Snow
2017-04-07 8:00,2017,4,7,8:00,0.4,,-1.5,,87,,33,,26,,2.4,,99.15,,,,,,Snow
2017-04-07 9:00,2017,4,7,9:00,1,,-2.6,,77,,32,,26,,16.1,,99.28,,,,,,Rain
2017-04-07 10:00,2017,4,7,10:00,1.2,,-3.1,,73,,32,,26,,16.1,,99.35,,,,,,NA
2017-04-07 11:00,2017,4,7,11:00,1.8,,-3.5,,68,,33,,37,,16.1,,99.39,,,,,,NA
2017-04-07 12:00,2017,4,7,12:00,2.7,,-3,,66,,32,,32,,16.1,,99.46,,,,,,NA
2017-04-07 13:00,2017,4,7,13:00,3.3,,-3.5,,61,,33,,35,,16.1,,99.51,,,,,,NA
2017-04-07 14:00,2017,4,7,14:00,3.5,,-4.3,,57,,33,,46,,16.1,,99.56,,,,,,NA
2017-04-07 15:00,2017,4,7,15:00,4.5,,-4.9,,51,,33,,32,,16.1,,99.6,,,,,,NA
2017-04-07 16:00,2017,4,7,16:00,5.2,,-4.7,,49,,33,,32,,16.1,,99.64,,,,,,NA
2017-04-07 17:00,2017,4,7,17:00,5.5,,-6.1,,43,,33,,34,,16.1,,99.78,,,,,,NA
2017-04-07 18:00,2017,4,7,18:00,5.8,,-8.6,,35,,32,,26,,16.1,,99.86,,,,,,NA
2017-04-07 19:00,2017,4,7,19:00,5.4,,-8.2,,37,,31,,24,,16.1,,99.9,,,,,,NA
2017-04-07 20:00,2017,4,7,20:00,5,,-8.1,,38,,29,,24,,16.1,,99.99,,,,,,NA
2017-04-07 21:00,2017,4,7,21:00,4.7,,-6.9,,43,,28,,17,,16.1,,100.06,,,,,,NA
2017-04-07 22:00,2017,4,7,22:00,4.3,,-5.3,,50,,28,,18,,16.1,,100.11,,,,,,NA
2017-04-07 23:00,2017,4,7,23:00,4,,-4.7,,53,,29,,15,,16.1,,100.15,,,,,,NA
2017-04-08 0:00,2017,4,8,0:00,3.6,,-4.6,,55,,29,,15,,16.1,,100.19,,,,,,NA
2017-04-08 1:00,2017,4,8,1:00,3.1,,-4.6,,57,,30,,11,,16.1,,100.19,,,,,,NA
2017-04-08 2:00,2017,4,8,2:00,2.7,,-4.7,,58,,31,,9,,16.1,,100.2,,,,,,NA
2017-04-08 3:00,2017,4,8,3:00,2.4,,-5,,58,,31,,8,,16.1,,100.26,,,,,,NA
2017-04-08 4:00,2017,4,8,4:00,2.1,,-5.3,,58,,32,,8,,16.1,,100.31,,,,,,NA
2017-04-08 5:00,2017,4,8,5:00,1.9,,-5.3,,59,,30,,8,,16.1,,100.39,,,,,,NA
2017-04-08 6:00,2017,4,8,6:00,1.4,,-5.1,,62,,30,,8,,16.1,,100.48,,,,,,NA
2017-04-08 7:00,2017,4,8,7:00,2.3,,-5.9,,55,,30,,8,,16.1,,100.58,,,,,,NA
2017-04-08 8:00,2017,4,8,8:00,3.5,,-6.5,,48,,31,,15,,16.1,,100.62,,,,,,NA
2017-04-08 9:00,2017,4,8,9:00,4.8,,-8.3,,38,,32,,17,,16.1,,100.65,,,,,,NA
2017-04-08 10:00,2017,4,8,10:00,6.3,,-10.9,,28,,33,,18,,16.1,,100.68,,,,,,NA
2017-04-08 11:00,2017,4,8,11:00,7.7,,-11.6,,24,,33,,18,,16.1,,100.69,,,,,,NA
2017-04-08 12:00,2017,4,8,12:00,9.1,,-8.5,,28,,30,,13,,16.1,,100.66,,,,,,NA
2017-04-08 13:00,2017,4,8,13:00,5.8,,-1,,62,,19,,21,,16.1,,100.64,,,,,,NA
2017-04-08 14:00,2017,4,8,14:00,6,,-1.4,,59,,19,,18,,16.1,,100.63,,,,,,NA
2017-04-08 15:00,2017,4,8,15:00,7.9,,-2.7,,47,,18,,17,,16.1,,100.61,,,,,,NA
2017-04-08 16:00,2017,4,8,16:00,7.8,,-1,,54,,19,,13,,16.1,,100.59,,,,,,NA
2017-04-08 17:00,2017,4,8,17:00,8,,1.9,,65,,18,,17,,16.1,,100.56,,,,,,NA
2017-04-08 18:00,2017,4,8,18:00,7.5,,2.4,,70,,17,,13,,16.1,,100.54,,,,,,NA
2017-04-08 19:00,2017,4,8,19:00,7,,2.3,,72,,22,,8,,16.1,,100.57,,,,,,NA
2017-04-08 20:00,2017,4,8,20:00,7.2,,2.6,,73,,,M,4,,16.1,,100.61,,,,,,NA
2017-04-08 21:00,2017,4,8,21:00,5.7,,2.7,,81,,24,,5,,16.1,,100.64,,,,,,NA
2017-04-08 22:00,2017,4,8,22:00,4.9,,2.9,,87,,25,,8,,16.1,,100.67,,,,,,NA
2017-04-08 23:00,2017,4,8,23:00,4.4,,2.2,,86,,24,,9,,16.1,,100.66,,,,,,NA
2017-04-09 0:00,2017,4,9,0:00,4.7,,2.2,,84,,21,,15,,16.1,,100.66,,,,,,NA
2017-04-09 1:00,2017,4,9,1:00,4.6,,1.3,,79,,24,,8,,16.1,,100.66,,,,,,NA
2017-04-09 2:00,2017,4,9,2:00,4.4,,1.4,,81,,,M,4,,16.1,,100.64,,,,,,NA
2017-04-09 3:00,2017,4,9,3:00,4.1,,1,,80,,,,0,,16.1,,100.71,,,,,,NA
2017-04-09 4:00,2017,4,9,4:00,3.4,,0.8,,83,,,M,4,,16.1,,100.74,,,,,,NA
2017-04-09 5:00,2017,4,9,5:00,2.8,,0,,82,,13,,4,,16.1,,100.75,,,,,,NA
2017-04-09 6:00,2017,4,9,6:00,4,,-1,,70,,16,,5,,16.1,,100.78,,,,,,NA
2017-04-09 7:00,2017,4,9,7:00,5.8,,-0.9,,62,,18,,8,,16.1,,100.82,,,,,,NA
2017-04-09 8:00,2017,4,9,8:00,6.4,,-1.8,,56,,18,,5,,16.1,,100.8,,,,,,NA
2017-04-09 9:00,2017,4,9,9:00,7.4,,0.1,,60,,19,,9,,16.1,,100.78,,,,,,NA
2017-04-09 10:00,2017,4,9,10:00,9.5,,-0.1,,51,,17,,11,,16.1,,100.74,,,,,,NA
2017-04-09 11:00,2017,4,9,11:00,10.1,,1.5,,55,,18,,13,,16.1,,100.72,,,,,,NA
2017-04-09 12:00,2017,4,9,12:00,11.2,,2.8,,56,,18,,21,,16.1,,100.65,,,,,,NA
2017-04-09 13:00,2017,4,9,13:00,12.3,,2.5,,51,,17,,18,,16.1,,100.63,,,,,,NA
2017-04-09 14:00,2017,4,9,14:00,12.3,,3.1,,53,,18,,17,,16.1,,100.57,,,,,,NA
2017-04-09 15:00,2017,4,9,15:00,12,,3.3,,55,,19,,13,,16.1,,100.51,,,,,,NA
2017-04-09 16:00,2017,4,9,16:00,12.4,,2.9,,52,,18,,21,,16.1,,100.45,,,,,,NA
2017-04-09 17:00,2017,4,9,17:00,13.9,,2.6,,46,,18,,17,,16.1,,100.43,,,,,,NA
2017-04-09 18:00,2017,4,9,18:00,9.2,,3.6,,68,,8,,13,,16.1,,100.41,,,,,,NA
2017-04-09 19:00,2017,4,9,19:00,7.7,,3.4,,74,,8,,13,,16.1,,100.37,,,,,,NA
2017-04-09 20:00,2017,4,9,20:00,7.3,,3.2,,75,,8,,17,,16.1,,100.38,,,,,,NA
2017-04-09 21:00,2017,4,9,21:00,7.9,,2.8,,70,,9,,13,,16.1,,100.42,,,,,,NA
2017-04-09 22:00,2017,4,9,22:00,8.4,,2.6,,67,,8,,11,,16.1,,100.44,,,,,,NA
2017-04-09 23:00,2017,4,9,23:00,8.6,,2.1,,64,,9,,13,,16.1,,100.44,,,,,,NA
2017-04-10 0:00,2017,4,10,0:00,8.3,,2,,64,,9,,11,,16.1,,100.44,,,,,,NA
2017-04-10 1:00,2017,4,10,1:00,8.1,,2,,65,,7,,13,,16.1,,100.41,,,,,,NA
2017-04-10 2:00,2017,4,10,2:00,8,,2.4,,67,,7,,13,,16.1,,100.37,,,,,,NA
2017-04-10 3:00,2017,4,10,3:00,8,,2.5,,68,,7,,13,,16.1,,100.32,,,,,,NA
2017-04-10 4:00,2017,4,10,4:00,9.1,,2.9,,65,,8,,9,,16.1,,100.25,,,,,,NA
2017-04-10 5:00,2017,4,10,5:00,8.1,,2.8,,69,,8,,15,,16.1,,100.23,,,,,,NA
2017-04-10 6:00,2017,4,10,6:00,8.6,,2.9,,67,,8,,9,,16.1,,100.24,,,,,,NA
2017-04-10 7:00,2017,4,10,7:00,8.1,,3.9,,75,,,M,4,,16.1,,100.27,,,,,,NA
2017-04-10 8:00,2017,4,10,8:00,10.3,,3,,61,,,M,4,,16.1,,100.33,,,,,,NA
2017-04-10 9:00,2017,4,10,9:00,10,,3.6,,64,,25,,8,,16.1,,100.33,,,,,,NA
2017-04-10 10:00,2017,4,10,10:00,11,,4.2,,63,,28,,9,,16.1,,100.29,,,,,,NA
2017-04-10 11:00,2017,4,10,11:00,11.8,,4.6,,61,,20,,24,,16.1,,100.28,,,,,,NA
2017-04-10 12:00,2017,4,10,12:00,11.1,,5.4,,68,,24,,15,,16.1,,100.29,,,,,,NA
2017-04-10 13:00,2017,4,10,13:00,14.1,,7.2,,63,,21,,22,,16.1,,100.17,,,,,,NA
2017-04-10 14:00,2017,4,10,14:00,14.2,,7.6,,64,,22,,30,,16.1,,100.25,,,,,,NA
2017-04-10 15:00,2017,4,10,15:00,15.9,,11.8,,76,,18,,9,,16.1,,100.13,,,,,,NA
2017-04-10 16:00,2017,4,10,16:00,12.4,,8.9,,79,,25,,11,,16.1,,100.37,,,,,,NA
2017-04-10 17:00,2017,4,10,17:00,12.9,,8.7,,75,,25,,8,,16.1,,100.38,,,,,,NA
